customer_id	email	first_name	last_name	registration_date	recency_days	frequency	monetary_value	avg_order_value	first_order_date	last_order_date	recency_score	frequency_score	monetary_score	rfm_segment	customer_segment
6238	johnsrichard@example.com	Charles	Martinez	2023-05-29	2	6	7280.70	728.070000	2023-11-18	2025-09-12	1	1	1	111	Lost Customers
3894	dianaenglish@example.org	Natasha	Burke	2024-02-25	309	2	7279.84	1455.968000	2024-02-26	2024-11-09	4	4	1	441	Need Attention
2301	marissa74@example.net	Christina	Weber	2023-10-22	7	6	7278.84	661.712727	2024-05-11	2025-09-07	1	1	1	111	Lost Customers
7548	joanna17@example.com	Kenneth	Case	2022-12-23	224	4	7268.10	660.736364	2024-03-22	2025-02-02	4	3	1	431	Need Attention
1649	cameronlopez@example.com	Elaine	Dougherty	2023-08-21	12	7	7264.17	605.347500	2023-09-18	2025-09-02	1	1	1	111	Lost Customers
5788	brittanyhill@example.org	Justin	Olson	2022-12-24	117	7	7263.44	660.312727	2023-05-07	2025-05-20	3	1	1	311	Potential Loyalists
241	ksmith@example.com	Stephen	Braun	2021-11-20	342	10	7259.67	302.486250	2021-12-23	2024-10-07	5	1	1	511	New Customers
7410	hamiltonchelsea@example.org	Andrew	Harrell	2024-04-14	59	6	7257.70	483.846667	2024-10-11	2025-07-17	2	1	1	211	Lost Customers
7856	pamelacooper@example.org	Jeffrey	Macias	2023-05-28	184	5	7256.13	907.016250	2024-05-14	2025-03-14	4	2	1	421	New Customers
8307	shelleyharris@example.net	Diana	Obrien	2025-06-26	7	3	7253.32	1813.330000	2025-07-29	2025-09-07	1	3	1	131	Others
2692	kristinawilliams@example.net	Tasha	Rivera	2025-05-24	7	9	7252.83	453.301875	2025-06-17	2025-09-07	1	1	1	111	Lost Customers
7413	melissa17@example.org	Sara	Bell	2022-01-02	2	9	7250.55	381.607895	2022-02-19	2025-09-12	1	1	1	111	Lost Customers
6639	smithkatherine@example.org	James	Hanna	2023-11-11	31	6	7241.88	402.326667	2023-11-27	2025-08-14	2	1	1	211	Lost Customers
7173	ortizjulia@example.net	Jose	Williams	2024-02-18	98	6	7236.92	723.692000	2024-08-17	2025-06-08	3	1	1	311	Potential Loyalists
3073	amandamorrison@example.org	Thomas	Santos	2021-09-23	10	5	7236.91	657.900909	2022-11-17	2025-09-04	1	2	1	121	Lost Customers
1781	michael36@example.org	Audrey	Vaughn	2023-08-07	82	8	7233.01	602.750833	2023-08-14	2025-06-24	3	1	1	311	Potential Loyalists
6213	michaelpierce@example.com	Matthew	Perkins	2022-07-19	143	6	7231.63	482.108667	2022-12-11	2025-04-24	3	1	1	311	Potential Loyalists
4297	johnsonmelissa@example.com	Jeremy	Lewis	2024-01-04	16	6	7229.59	516.399286	2024-02-15	2025-08-29	1	1	1	111	Lost Customers
5475	laurendonaldson@example.org	Collin	Singleton	2024-04-06	75	6	7225.56	516.111429	2024-04-12	2025-07-01	3	2	1	321	Potential Loyalists
1433	vasquezjacqueline@example.net	Jennifer	Patterson	2022-08-14	112	10	7225.55	425.032353	2022-08-29	2025-05-25	3	1	1	311	Potential Loyalists
8995	parrishamy@example.net	Joseph	White	2025-01-03	16	7	7225.14	481.676000	2025-01-29	2025-08-29	1	1	1	111	Lost Customers
2346	emmazamora@example.com	John	Long	2023-07-19	180	6	7221.75	451.359375	2023-08-19	2025-03-18	4	1	1	411	New Customers
5920	john07@example.org	Isabel	Yoder	2023-01-24	638	2	7218.85	1203.141667	2023-04-23	2023-12-16	5	4	1	541	Need Attention
4991	paulaadkins@example.com	Robert	Davis	2022-01-12	143	9	7217.52	343.691429	2022-02-09	2025-04-24	3	1	1	311	Potential Loyalists
6239	rubengonzalez@example.org	Dylan	Johnson	2024-01-07	25	8	7217.34	400.963333	2024-02-12	2025-08-20	1	1	1	111	Lost Customers
8846	taylordanielle@example.net	Deborah	Smith	2022-04-18	280	7	7216.25	515.446429	2022-06-03	2024-12-08	4	1	1	411	New Customers
6047	jessemoore@example.com	Dean	Lowe	2021-10-03	319	3	7216.19	902.023750	2023-08-02	2024-10-30	4	3	1	431	Need Attention
2026	clarkmichael@example.org	Nicholas	Johnson	2021-10-25	562	2	7216.02	1030.860000	2023-10-11	2024-03-01	5	4	1	541	Need Attention
2715	xturner@example.org	Jacob	Summers	2024-07-19	120	4	7214.10	801.566667	2024-10-07	2025-05-17	3	2	1	321	Potential Loyalists
7252	marcusharmon@example.org	Dennis	Webster	2024-04-01	123	9	7205.02	257.322143	2024-05-26	2025-05-14	3	1	1	311	Potential Loyalists
1520	owhite@example.org	Nicole	Howe	2024-01-10	20	6	7194.81	359.740500	2024-08-01	2025-08-25	1	1	1	111	Lost Customers
2746	heidi59@example.org	Jim	Craig	2022-10-14	187	5	7189.77	599.147500	2023-07-03	2025-03-11	4	2	1	421	New Customers
5513	burtonbrett@example.net	Wayne	Gonzales	2024-09-17	136	6	7184.31	449.019375	2024-10-21	2025-05-01	3	1	1	311	Potential Loyalists
5926	stephaniecervantes@example.net	Kara	Green	2022-11-01	135	8	7180.85	359.042500	2023-01-18	2025-05-02	3	1	1	311	Potential Loyalists
6482	brownnicole@example.com	Ryan	Braun	2022-10-10	169	3	7180.82	652.801818	2023-02-03	2025-03-29	4	3	1	431	Need Attention
2095	eduardodavis@example.com	Heather	Chapman	2023-03-14	219	4	7180.30	598.358333	2023-04-24	2025-02-07	4	3	1	431	Need Attention
3357	mackenzie65@example.net	Timothy	Hayes	2023-11-03	242	4	7179.21	797.690000	2023-12-14	2025-01-15	4	3	1	431	Need Attention
7456	ashleyrodriguez@example.org	Gabriel	Hall	2023-08-07	48	5	7170.77	512.197857	2023-12-06	2025-07-28	2	2	1	221	Lost Customers
1842	belindafowler@example.com	Alexis	Gutierrez	2023-08-06	35	10	7169.00	311.695652	2023-09-14	2025-08-10	2	1	1	211	Lost Customers
1778	lmiddleton@example.org	Jeffrey	Mccormick	2023-03-09	12	9	7167.03	377.212105	2023-04-22	2025-09-02	1	1	1	111	Lost Customers
8779	chad38@example.net	Joshua	Brewer	2022-01-29	189	6	7165.25	511.803571	2022-02-28	2025-03-09	4	1	1	411	New Customers
6410	dtate@example.net	Christopher	Shelton	2021-11-20	44	8	7164.97	377.103684	2022-01-15	2025-08-01	2	1	1	211	Lost Customers
5800	kathryn41@example.org	Jasmine	Sanchez	2023-01-19	2	7	7164.03	421.413529	2023-07-31	2025-09-12	1	1	1	111	Lost Customers
6249	burkeluis@example.com	Anthony	Tran	2022-07-11	9	4	7162.78	550.983077	2022-11-06	2025-09-05	1	2	1	121	Lost Customers
1689	walkeramber@example.com	Brandon	Harris	2023-04-16	239	9	7161.85	421.285294	2023-04-30	2025-01-18	4	1	1	411	New Customers
7964	jason00@example.net	Kevin	Gibson	2021-09-25	89	6	7158.41	511.315000	2022-01-12	2025-06-17	3	1	1	311	Potential Loyalists
7617	curtisrichard@example.org	Karen	Freeman	2022-09-26	101	10	7154.53	447.158125	2022-09-29	2025-06-05	3	1	1	311	Potential Loyalists
846	daniellejohnson@example.com	Christopher	Hudson	2024-09-23	20	5	7152.04	397.335556	2024-12-09	2025-08-25	1	2	1	121	Lost Customers
9817	todd55@example.net	Kylie	Davis	2024-01-01	324	3	7151.90	893.987500	2024-05-05	2024-10-25	4	3	1	431	Need Attention
4744	ortegaamanda@example.com	Jonathan	Herrera	2022-03-31	123	7	7147.09	376.162632	2022-05-20	2025-05-14	3	1	1	311	Potential Loyalists
5971	mary03@example.org	Thomas	Nelson	2023-11-13	27	6	7141.83	595.152500	2024-05-13	2025-08-18	2	1	1	211	Lost Customers
8484	louis77@example.net	Leon	Lopez	2023-10-03	250	5	7138.76	475.917333	2023-12-03	2025-01-07	4	2	1	421	New Customers
9084	doris90@example.org	Jill	Oliver	2021-12-02	125	8	7136.88	375.625263	2022-08-15	2025-05-12	3	1	1	311	Potential Loyalists
9043	perrybrandon@example.org	Matthew	Walsh	2022-02-07	355	11	7128.48	309.933913	2022-07-30	2024-09-24	5	1	1	511	New Customers
7805	patelmary@example.com	Maria	Hunt	2023-11-26	87	6	7128.16	445.510000	2024-01-21	2025-06-19	3	1	1	311	Potential Loyalists
9097	ericsalinas@example.org	Susan	Vega	2025-08-27	4	5	7126.19	890.773750	2025-08-27	2025-09-10	1	2	1	121	Lost Customers
8733	gfarmer@example.com	Karen	Love	2024-03-22	56	14	7122.03	284.881200	2024-03-26	2025-07-20	2	1	1	211	Lost Customers
7143	washingtonchristopher@example.net	Alexa	George	2024-06-19	4	11	7119.65	309.550000	2024-10-15	2025-09-10	1	1	1	111	Lost Customers
2873	michelle02@example.com	Andrew	Diaz	2022-10-20	67	2	7114.89	1016.412857	2023-03-26	2025-07-09	2	4	1	241	Others
2393	roseeric@example.com	Jason	Kim	2024-07-27	9	6	7114.37	646.760909	2024-08-03	2025-09-05	1	1	1	111	Lost Customers
6099	sandrasimon@example.org	Darren	Payne	2024-05-11	234	4	7113.77	790.418889	2024-07-21	2025-01-23	4	3	1	431	Need Attention
5476	moodystacey@example.net	Lindsey	Acosta	2025-01-15	10	11	7106.28	284.251200	2025-02-01	2025-09-04	1	1	1	111	Lost Customers
1415	wgarza@example.net	Erica	Hamilton	2025-08-18	14	7	7099.54	417.620000	2025-08-18	2025-08-31	1	1	1	111	Lost Customers
3823	cfreeman@example.org	Jennifer	Jordan	2022-11-24	272	9	7098.51	417.559412	2022-12-16	2024-12-16	4	1	1	411	New Customers
1830	tammy26@example.org	Arthur	Reed	2024-04-24	123	4	7097.72	887.215000	2024-05-14	2025-05-14	3	2	1	321	Potential Loyalists
8302	claireramos@example.org	Toni	Rojas	2024-10-30	13	5	7096.21	591.350833	2024-12-21	2025-09-01	1	2	1	121	Lost Customers
1674	tcrawford@example.net	Seth	Cole	2023-07-24	258	4	7096.17	1013.738571	2024-08-07	2024-12-30	4	3	1	431	Need Attention
3313	michelle57@example.net	Sheena	Little	2023-07-06	371	2	7094.26	886.782500	2024-02-16	2024-09-08	5	4	1	541	Need Attention
6289	holmesalexis@example.net	Michael	Williams	2025-03-07	8	7	7093.69	545.668462	2025-03-17	2025-09-06	1	1	1	111	Lost Customers
5374	jennifer25@example.net	Joseph	Fleming	2022-02-08	27	11	7091.87	295.494583	2022-08-21	2025-08-18	2	1	1	211	Lost Customers
3236	mccoysamantha@example.org	Jeffrey	Lozano	2021-12-02	303	7	7087.46	442.966250	2022-07-31	2024-11-15	4	1	1	411	New Customers
4488	rford@example.com	David	Jones	2023-06-21	66	5	7086.19	545.091538	2023-10-16	2025-07-10	2	2	1	221	Lost Customers
9507	chapmantyler@example.net	Brandy	Walters	2023-08-19	393	4	7085.88	885.735000	2023-08-19	2024-08-17	5	3	1	531	Need Attention
9672	shelly80@example.org	Sharon	Vang	2023-06-15	65	11	7084.38	295.182500	2023-11-18	2025-07-11	2	1	1	211	Lost Customers
9780	alexandra74@example.net	Maria	Davis	2022-06-05	94	9	7075.08	544.236923	2022-08-23	2025-06-12	3	1	1	311	Potential Loyalists
3010	eblack@example.net	Samantha	Hill	2024-10-23	26	8	7072.42	372.232632	2024-10-24	2025-08-19	1	1	1	111	Lost Customers
5537	martinmichele@example.net	Eric	Elliott	2025-06-20	28	4	7069.49	1178.248333	2025-06-21	2025-08-17	2	2	1	221	Lost Customers
5607	madison50@example.net	Tammy	Berg	2025-02-09	34	5	7067.87	785.318889	2025-02-26	2025-08-11	2	2	1	221	Lost Customers
3173	brian93@example.net	Vickie	Ball	2025-07-28	2	7	7060.77	415.339412	2025-07-30	2025-09-12	1	1	1	111	Lost Customers
4029	brittanykelley@example.com	Benjamin	Jackson	2022-10-24	20	6	7057.14	320.779091	2024-04-17	2025-08-25	1	1	1	111	Lost Customers
2568	thomaslarsen@example.org	Jennifer	Duke	2024-02-06	30	6	7055.15	440.946875	2024-07-19	2025-08-15	2	1	1	211	Lost Customers
4541	shawn18@example.net	Brandon	Castillo	2022-08-02	345	5	7044.62	541.893846	2022-09-03	2024-10-04	5	2	1	521	New Customers
7216	janet95@example.com	Brianna	Hernandez	2022-12-10	3	6	7041.90	502.992857	2023-02-17	2025-09-11	1	1	1	111	Lost Customers
1233	chrisrodriguez@example.org	Melissa	Harvey	2024-11-18	38	6	7039.35	639.940909	2024-12-20	2025-08-07	2	1	1	211	Lost Customers
6491	garymcintyre@example.net	Autumn	Welch	2024-03-12	69	6	7039.33	414.078235	2024-04-09	2025-07-07	2	2	1	221	Lost Customers
2527	moondiana@example.org	Brianna	Thomas	2022-09-12	60	8	7037.15	335.102381	2022-10-22	2025-07-16	2	1	1	211	Lost Customers
76	kendra65@example.net	Joseph	Smith	2025-03-21	25	5	7034.71	502.479286	2025-04-21	2025-08-20	1	2	1	121	Lost Customers
7412	bellhannah@example.net	Marvin	Freeman	2023-11-30	261	4	7031.11	1004.444286	2024-05-23	2024-12-27	4	3	1	431	Need Attention
1017	salazarjennifer@example.net	Jill	Pitts	2024-12-06	6	5	7026.36	585.530000	2025-03-20	2025-09-08	1	2	1	121	Lost Customers
4065	john12@example.org	Victoria	Martin	2024-03-06	55	6	7021.21	351.060500	2024-06-29	2025-07-21	2	1	1	211	Lost Customers
6778	johnstonsteven@example.net	Colleen	Park	2022-09-29	235	2	7020.23	1755.057500	2023-05-11	2025-01-22	4	4	1	441	Need Attention
5539	lcarroll@example.com	Justin	Green	2025-08-31	1	4	7017.77	637.979091	2025-09-01	2025-09-13	1	2	1	121	Lost Customers
5641	skinnerjohn@example.org	David	Allison	2024-11-16	62	6	7015.66	539.666154	2024-12-29	2025-07-14	2	1	1	211	Lost Customers
4397	hgraham@example.com	Megan	Williams	2021-09-21	116	7	7008.32	350.416000	2021-11-25	2025-05-21	3	1	1	311	Potential Loyalists
9311	robertmcmahon@example.org	Patricia	Mejia	2024-03-10	24	9	7007.83	437.989375	2024-05-14	2025-08-21	1	1	1	111	Lost Customers
7300	jasminemorrison@example.net	Victor	Myers	2023-11-24	251	4	7001.21	777.912222	2024-01-18	2025-01-06	4	3	1	431	Need Attention
2044	afitzpatrick@example.org	Laurie	Whitaker	2025-02-23	2	8	7001.02	350.051000	2025-05-25	2025-09-12	1	1	1	111	Lost Customers
9626	edwardrivera@example.org	Julie	Munoz	2023-04-05	83	5	6992.93	776.992222	2024-07-15	2025-06-23	3	2	1	321	Potential Loyalists
8332	michealclark@example.org	Amanda	Cherry	2024-02-22	74	5	6992.32	582.693333	2024-07-12	2025-07-02	2	2	1	221	Lost Customers
9230	moniqueweaver@example.net	Jason	Stewart	2021-10-02	236	3	6987.93	1164.655000	2023-06-06	2025-01-21	4	3	1	431	Need Attention
9763	kelleytimothy@example.org	Charles	Shaw	2021-11-14	741	4	6987.38	635.216364	2022-01-02	2023-09-04	5	3	1	531	Need Attention
5007	justin17@example.org	Andrew	Richmond	2025-07-06	16	6	6985.31	537.331538	2025-07-12	2025-08-29	1	1	1	111	Lost Customers
6864	stephanielang@example.com	Deborah	Flynn	2022-03-29	112	5	6984.81	873.101250	2022-04-15	2025-05-25	3	2	1	321	Potential Loyalists
9794	mitchellryan@example.net	Joshua	Flores	2022-01-02	96	6	6984.15	465.610000	2023-06-23	2025-06-10	3	1	1	311	Potential Loyalists
4142	henrymarshall@example.net	Crystal	Martinez	2022-05-23	244	6	6981.76	997.394286	2022-11-01	2025-01-13	4	1	1	411	New Customers
3600	adam00@example.org	Pamela	Johnson	2025-07-07	2	9	6972.75	435.796875	2025-07-13	2025-09-12	1	1	1	111	Lost Customers
5715	iarnold@example.net	Grace	Page	2025-02-07	160	1	6971.34	2323.780000	2025-04-07	2025-04-07	3	5	1	351	Need Attention
7325	jessicamoore@example.org	Mary	Gomez	2023-08-12	39	7	6970.49	697.049000	2023-11-06	2025-08-06	2	1	1	211	Lost Customers
2060	ericksonlaura@example.com	Leslie	Nelson	2024-06-02	15	9	6967.11	409.830000	2024-07-05	2025-08-30	1	1	1	111	Lost Customers
1152	smithpaul@example.org	Lauren	Carroll	2022-01-31	171	2	6962.54	1392.508000	2023-04-26	2025-03-27	4	4	1	441	Need Attention
5485	ifrench@example.com	Ricky	Baldwin	2025-02-06	28	5	6958.82	535.293846	2025-03-30	2025-08-17	2	2	1	221	Lost Customers
3339	robertjordan@example.com	Tammie	Rosales	2021-09-19	114	6	6956.13	463.742000	2021-12-02	2025-05-23	3	1	1	311	Potential Loyalists
921	bettywatson@example.net	Amy	Cunningham	2024-02-29	48	3	6955.37	579.614167	2024-10-30	2025-07-28	2	3	1	231	Others
2464	hjones@example.org	Sarah	Casey	2024-08-13	17	10	6950.47	302.194348	2024-09-30	2025-08-28	1	1	1	111	Lost Customers
1731	cynthia86@example.org	Raymond	Garcia	2023-05-02	4	7	6948.96	772.106667	2023-11-02	2025-09-10	1	1	1	111	Lost Customers
4328	paul49@example.org	Ryan	Smith	2025-01-21	37	5	6944.39	496.027857	2025-04-08	2025-08-08	2	2	1	221	Lost Customers
1041	megan51@example.org	Tina	Schmidt	2023-09-17	267	4	6942.19	694.219000	2023-10-16	2024-12-21	4	3	1	431	Need Attention
5143	karenbrewer@example.org	Christine	Patterson	2025-05-13	62	6	6941.13	631.011818	2025-06-06	2025-07-14	2	1	1	211	Lost Customers
9712	lisaallen@example.net	Anna	Martinez	2022-09-07	3	4	6938.78	1156.463333	2022-11-03	2025-09-11	1	2	1	121	Lost Customers
8323	melanietaylor@example.com	Mike	Maldonado	2025-04-15	9	3	6937.01	1156.168333	2025-07-10	2025-09-05	1	3	1	131	Others
8185	patricia84@example.org	Jesus	Garcia	2024-02-27	85	3	6936.39	770.710000	2025-04-03	2025-06-21	3	3	1	331	Need Attention
5334	bobbyturner@example.com	Grant	Johnson	2024-09-07	40	9	6932.12	301.396522	2024-10-23	2025-08-05	2	1	1	211	Lost Customers
5754	vsanchez@example.net	Shane	Love	2024-12-06	30	8	6930.87	346.543500	2025-01-15	2025-08-15	2	1	1	211	Lost Customers
6321	kaufmanmatthew@example.org	Eugene	Ford	2024-01-20	22	5	6930.58	770.064444	2024-01-26	2025-08-23	1	2	1	121	Lost Customers
3615	danielgraham@example.net	Tyler	Hebert	2022-03-17	322	7	6921.08	692.108000	2022-04-22	2024-10-27	4	1	1	411	New Customers
5844	cgraham@example.net	Catherine	Adams	2022-09-02	133	7	6909.77	531.520769	2022-10-28	2025-05-04	3	1	1	311	Potential Loyalists
412	whitekeith@example.net	Stanley	Chavez	2024-12-08	55	4	6907.14	767.460000	2025-02-27	2025-07-21	2	2	1	221	Lost Customers
4426	kowen@example.net	Kevin	Montoya	2022-03-28	29	4	6905.60	531.200000	2023-11-18	2025-08-16	2	2	1	221	Lost Customers
2643	joynelson@example.com	Alexander	Bradley	2023-03-02	588	4	6905.39	690.539000	2023-11-01	2024-02-04	5	3	1	531	Need Attention
5855	whitedaniel@example.net	Julie	Oliver	2025-08-15	6	7	6903.61	460.240667	2025-08-16	2025-09-08	1	1	1	111	Lost Customers
3418	idawson@example.com	Amber	Wagner	2023-10-30	115	5	6898.83	459.922000	2024-04-27	2025-05-22	3	2	1	321	Potential Loyalists
3396	matthewmay@example.net	Madison	Reynolds	2023-01-22	73	8	6896.51	492.607857	2024-04-13	2025-07-03	2	1	1	211	Lost Customers
2246	cruzolivia@example.org	Kimberly	Jimenez	2024-02-14	253	5	6888.45	529.880769	2024-05-03	2025-01-04	4	2	1	421	New Customers
1723	kennethwhite@example.net	Donald	Conrad	2024-02-01	84	4	6884.27	1147.378333	2024-02-27	2025-06-22	3	3	1	331	Need Attention
5105	robert05@example.org	William	Day	2025-06-20	17	4	6881.32	764.591111	2025-07-12	2025-08-28	1	2	1	121	Lost Customers
7984	stephanie17@example.com	Roger	Schmidt	2022-06-27	158	5	6881.28	491.520000	2023-01-08	2025-04-09	3	2	1	321	Potential Loyalists
9554	jonesjohn@example.net	Victoria	Morrow	2025-03-01	32	6	6877.53	458.502000	2025-03-31	2025-08-13	2	1	1	211	Lost Customers
1565	jamesparker@example.net	Leslie	Rhodes	2024-11-05	120	8	6876.88	429.805000	2024-11-08	2025-05-17	3	1	1	311	Potential Loyalists
4316	joshua89@example.org	Jessica	Payne	2024-05-20	44	8	6869.72	429.357500	2024-07-22	2025-08-01	2	1	1	211	Lost Customers
8624	jsantiago@example.org	Adam	Braun	2022-10-23	68	7	6868.00	457.866667	2023-01-29	2025-07-08	2	1	1	211	Lost Customers
5207	wlane@example.org	Amber	Garcia	2023-07-01	156	5	6867.34	457.822667	2023-07-28	2025-04-11	3	2	1	321	Potential Loyalists
8014	robert25@example.org	Melissa	Jimenez	2022-03-29	373	6	6858.97	489.926429	2022-08-06	2024-09-06	5	1	1	511	New Customers
9293	wgomez@example.net	Kristen	Collins	2023-11-06	222	8	6858.90	457.260000	2023-11-25	2025-02-04	4	1	1	411	New Customers
1856	fking@example.org	Amanda	Washington	2022-03-22	15	8	6855.65	342.782500	2022-03-30	2025-08-30	1	1	1	111	Lost Customers
3603	huertadaniel@example.net	Patricia	Sparks	2024-02-11	74	3	6855.29	685.529000	2024-03-28	2025-07-02	2	3	1	231	Others
679	turnerrandall@example.org	Maria	Hardy	2022-10-29	35	4	6854.14	1142.356667	2023-08-27	2025-08-10	2	2	1	221	Lost Customers
5148	hailey74@example.com	Joseph	Carter	2021-12-19	368	3	6853.67	685.367000	2023-03-14	2024-09-11	5	3	1	531	Need Attention
1845	rkeller@example.com	Dawn	Miller	2024-01-01	25	10	6846.68	326.032381	2024-02-05	2025-08-20	1	1	1	111	Lost Customers
1958	milleralex@example.net	Kenneth	Stanley	2024-06-04	51	6	6845.81	380.322778	2024-07-09	2025-07-25	2	1	1	211	Lost Customers
8689	chelseaho@example.com	Beverly	Mendez	2024-03-25	12	4	6844.00	622.181818	2024-04-26	2025-09-02	1	2	1	121	Lost Customers
6096	ericbriggs@example.net	Devin	Mason	2023-07-07	408	2	6842.22	977.460000	2023-09-03	2024-08-02	5	4	1	541	Need Attention
3824	perezjonathan@example.net	Rebecca	Wood	2023-04-08	436	3	6841.59	1368.318000	2023-07-18	2024-07-05	5	4	1	541	Need Attention
296	natalie46@example.net	Todd	Lynch	2024-11-04	159	7	6839.09	683.909000	2024-11-27	2025-04-08	3	1	1	311	Potential Loyalists
5924	woodwarddarlene@example.org	Evelyn	Thomas	2025-01-12	55	9	6835.57	341.778500	2025-01-12	2025-07-21	2	1	1	211	Lost Customers
3876	scarter@example.com	Brittney	King	2021-11-24	150	6	6835.19	427.199375	2022-10-24	2025-04-17	3	1	1	311	Potential Loyalists
567	robinsonwesley@example.org	Laura	Hansen	2023-01-24	232	8	6834.99	379.721667	2023-05-02	2025-01-25	4	1	1	411	New Customers
4197	reynoldsrichard@example.net	Nichole	Ruiz	2022-02-24	94	7	6834.86	455.657333	2022-11-04	2025-06-12	3	1	1	311	Potential Loyalists
7866	laura75@example.net	Alexandria	Silva	2022-04-07	256	4	6831.76	975.965714	2023-02-24	2025-01-01	4	3	1	431	Need Attention
9056	zsloan@example.com	Christopher	Cunningham	2022-03-23	54	7	6830.56	620.960000	2022-03-30	2025-07-22	2	1	1	211	Lost Customers
495	bsullivan@example.net	Jason	Thompson	2023-04-13	29	7	6828.91	426.806875	2023-06-01	2025-08-16	2	1	1	211	Lost Customers
8591	johnsonjoshua@example.org	Amy	Cook	2025-03-30	31	6	6827.68	525.206154	2025-04-23	2025-08-14	2	1	1	211	Lost Customers
3717	melissa09@example.com	Charles	Jacobs	2024-12-27	85	4	6825.92	620.538182	2025-01-14	2025-06-21	3	3	1	331	Need Attention
8956	chelseanelson@example.com	Pamela	Martin	2021-10-13	219	7	6820.51	426.281875	2022-09-11	2025-02-07	4	1	1	411	New Customers
3530	elijahmueller@example.org	Gerald	Andrews	2023-11-01	65	7	6816.52	454.434667	2024-02-12	2025-07-11	2	1	1	211	Lost Customers
5332	martinkelly@example.org	Tonya	Fischer	2023-03-06	30	8	6813.48	486.677143	2023-10-04	2025-08-15	2	1	1	211	Lost Customers
1145	huangthomas@example.net	Dylan	Fleming	2021-10-16	311	6	6809.53	619.048182	2021-11-02	2024-11-07	4	1	1	411	New Customers
3168	davidlarson@example.com	Timothy	Johnson	2022-05-17	890	4	6809.38	756.597778	2022-10-23	2023-04-08	5	3	1	531	Need Attention
5871	kallen@example.net	Daniel	Andrews	2024-11-18	56	5	6808.19	618.926364	2025-01-31	2025-07-20	2	2	1	221	Lost Customers
4747	swilliams@example.net	Margaret	Tucker	2021-11-21	15	5	6804.67	523.436154	2021-12-14	2025-08-30	1	2	1	121	Lost Customers
3546	stewartsusan@example.org	Carl	Martin	2025-02-24	27	5	6803.20	453.546667	2025-02-25	2025-08-18	1	2	1	121	Lost Customers
6797	barrettsara@example.org	Monica	Conner	2025-05-07	49	2	6798.96	755.440000	2025-07-04	2025-07-27	2	4	1	241	Others
9512	daniel67@example.com	Krista	Dunn	2022-01-03	239	5	6798.88	453.258667	2022-05-13	2025-01-18	4	2	1	421	New Customers
3905	huynhpatrick@example.org	John	Payne	2025-03-11	16	4	6798.48	849.810000	2025-03-29	2025-08-29	1	2	1	121	Lost Customers
4720	tdecker@example.net	Jessica	Cortez	2023-07-04	168	7	6797.88	522.913846	2023-11-28	2025-03-30	4	1	1	411	New Customers
374	kdillon@example.org	Maria	Burke	2025-06-28	5	6	6794.51	617.682727	2025-06-28	2025-09-09	1	1	1	111	Lost Customers
2368	oconnorvictoria@example.net	Calvin	Scott	2024-10-01	27	7	6787.84	522.141538	2024-11-17	2025-08-18	1	1	1	111	Lost Customers
9021	michael86@example.org	Leah	Estrada	2024-11-02	65	7	6787.07	357.214211	2025-01-23	2025-07-11	2	1	1	211	Lost Customers
2290	cmiller@example.com	Jessica	Cochran	2024-02-07	75	6	6785.03	616.820909	2024-03-16	2025-07-01	3	2	1	321	Potential Loyalists
8670	jessica41@example.net	Daniel	Mcfarland	2022-11-02	200	5	6784.01	753.778889	2023-06-09	2025-02-26	4	2	1	421	New Customers
7182	oking@example.com	Leslie	Jones	2021-12-02	497	6	6780.98	616.452727	2021-12-02	2024-05-05	5	1	1	511	New Customers
2841	jennifer14@example.com	Jeffrey	Reid	2024-04-30	112	5	6777.18	564.765000	2024-04-30	2025-05-25	3	2	1	321	Potential Loyalists
3553	huffjon@example.com	Logan	Carter	2022-11-30	164	5	6777.07	677.707000	2023-09-15	2025-04-03	3	2	1	321	Potential Loyalists
5170	scantrell@example.org	Sean	Massey	2024-01-03	35	8	6776.21	398.600588	2024-04-02	2025-08-10	2	1	1	211	Lost Customers
2514	tinaortiz@example.org	Mary	Jordan	2022-05-25	138	3	6775.12	846.890000	2022-10-13	2025-04-29	3	3	1	331	Need Attention
3298	mckenziemills@example.com	Paula	Monroe	2025-09-04	2	9	6773.97	398.468824	2025-09-05	2025-09-12	1	1	1	111	Lost Customers
7696	collinpaul@example.net	Cindy	Barr	2021-11-23	343	6	6768.07	615.279091	2023-04-22	2024-10-06	5	1	1	511	New Customers
7572	price@example.com	Victor	Mendoza	2023-01-29	596	4	6767.97	615.270000	2023-03-08	2024-01-27	5	3	1	531	Need Attention
1239	sylvia33@example.net	Shane	Smith	2022-07-07	274	3	6766.30	615.118182	2022-09-26	2024-12-14	4	3	1	431	Need Attention
7898	billy78@example.com	Danielle	Lee	2023-07-02	27	5	6760.31	614.573636	2023-10-01	2025-08-18	2	2	1	221	Lost Customers
3532	michael47@example.net	Brett	Alvarez	2023-09-23	165	7	6760.22	520.016923	2023-11-02	2025-04-02	4	1	1	411	New Customers
6313	xbrown@example.org	Keith	Heath	2022-01-08	287	5	6759.18	563.265000	2022-01-25	2024-12-01	4	2	1	421	New Customers
2497	gaineserika@example.org	Steven	Rodriguez	2022-01-15	35	9	6758.72	397.571765	2022-07-27	2025-08-10	2	1	1	211	Lost Customers
